	16S001	16S002	16S003	16S004	16S005	16S006	16S007	16S009	16S010	16S011	16S012	16S013	16S015	16S017	16S018	16S019	16S020	16S021	16S022	16S023	16S024	16S025	16S026	16S027	16S028	16S029	16S030	16S031	16S033	16S034	16S037	16S039	16S040	16S044	16S045	16S046	16S047	16S048	16S049	16S051	16S053	16S054	16S055	16S056	16S057	16S058	16S059	16S060	16S061	16S062	16S063	16S064	16S065	16S066	16S068	16S069	16S070	16S072	16S073	16S074	16S075	16S076	16S077	16S078	16S079	16S080	16S081	16S083	16S084	16S085	16S086	16S087	16S088	16S089	16S090	16S091	16S093	16S094	16S095	16S097	16S098	16S099	16S100	16S101	16S102	16S104	16S105	16S106	16S109	16S110	16S111	16S112	16S113	16S114	16S115	16S116	16S117	16S118	16S119	16S120	16SExtNeg1	16SExtNeg2	16SExtNeg3	16SMock1	16SMock2	16SMock3	16SPCRNeg1	16SPCRNeg2	16SPCRNeg3	16SPCRNeg4	16S043	16S050
ASV_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	1541	2316	0	0	0	0	0	0	0	0	0	1370	1674	1222	0	0	0	0	0	0	0	0	0	29	1365	1640	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	744	1083	1093	589	0	204	326	0	0	0	0	0	0	533	154	687	528	0	0	0	0	0	0	0	354	1295	1254	488	0	557	0	0	0	0	0	0	0	359	111	0	0	0	0	0	0	0	0	0	186	211	0	0	0	0	0	0	0	0	0	0	173	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
ASV_52	0	37	69	44	0	0	0	0	82	15	291	98	0	0	0	47	0	0	82	139	229	0	132	65	0	150	124	0	0	0	487	322	308	0	0	0	0	0	0	627	542	417	358	327	0	0	0	0	0	0	0	355	477	658	504	543	0	0	0	0	0	0	565	653	428	465	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	33	0	0	0	0	0	0	56	0	14	38	58	0	0	0	0	0	0	0	0	0	0	0	620
ASV_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	384	66	17	12	0	0	0	0	0	0	0	503	302	4	13	0	0	0	0	0	0	0	0	276	0	0	7	0	0	0	0	0	0	1124	1134	0	0	0	0	0	0	0	0	0	0	1384	955	1338	0	0	0	0	0	0	0	1116	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1903	0	0	1378	1340	0	0	0	0	0	0	1742	1067	0	496	0	0	0	0	0	0	0	0	0	1213	1697	0	0	0	0	0	0	0	0	0	0	0	0
ASV_55	339	641	695	359	0	120	158	0	0	0	0	0	0	291	283	424	93	0	0	0	0	0	0	0	0	722	689	2323	0	745	0	0	0	0	0	0	102	387	1191	0	0	0	0	0	0	0	0	0	216	191	0	0	0	0	0	0	0	0	0	0	207	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0
ASV_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	73	408	825	604	0	0	0	0	0	0	0	977	1224	214	87	272	0	0	0	0	0	0	181	119	101	2461	2840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	254
ASV_57	163	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2332	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2851	0	0	0	0	0	0	0	0	0	0	766	125	70	59	560	607	481	0	0	0	0	0	691	117	122	121	435	0	0	0	0	0	0	225	158	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_58	0	0	0	90	0	0	0	0	0	1302	0	0	0	0	0	17	53	0	0	0	0	0	2133	0	0	38	0	43	0	0	2248	170	0	379	667	527	58	0	0	0	360	0	0	0	0	421	695	419	0	0	0	0	38	0	191	0	0	0	388	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10158	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_60	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	29	0	0	0	30	8	0	0	0	0	95	66	146	153	95	0	0	0	0	0	0	326	198	129	202	88	0	0	0	0	0	0	0	0	174	0	150	148	337	0	0	0	161	271	285	376	119	303	328	254	209	0	0	0	269	188	238	177	920	313	287	0	0	0	369	0	342	625	570	335	379	0	0	0	0	0	0	0	0	0	0	0	145
ASV_61	0	22	27	19	0	0	0	0	0	0	38	0	0	0	0	35	0	0	0	0	0	0	0	56	0	97	58	114	0	30	0	0	0	388	179	390	278	288	592	111	42	74	118	85	36	361	506	293	772	754	0	62	63	104	52	135	22	34	345	287	1307	740	0	76	97	95	91	12	16	14	0	18	19	23	0	0	0	5	0	24	18	8	5	23	16	7	0	0	12	9	34	22	0	44	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	147	116
ASV_62	0	0	0	0	0	0	0	477	1111	291	190	0	0	0	0	0	0	0	0	0	1307	2924	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	157	147	87	0	0	0	0	0	0	0	0	74	131	67	294	0	0	0	0	0	0	110	96	100	153	197	0	0	0	0	0	0	0	53	0	0	15	26	0	0	0	0	0	0	22	0	69	18	0	0	0	0	0	0	38	69	61	50	41	0	0	0	0	0	0	0	0	0	0	0	155
ASV_63	0	0	84	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	92	191	96	0	0	0	0	0	0	0	0	450	1651	846	0	0	0	0	0	0	0	0	0	1268	1134	0	0	0	0	0	0	0	0	0	0	1559	1067	0	0	0	0	0	0	0	0	0	0	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0
ASV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	208	124	96	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	424	607	480	290	0	225	279	147	503	0	0	0	557	366	193	143	510	288	558	0	0	0	846	69	205	391	350	261	349	0	0	0	0	0	0	0	0	0	0	0	0
ASV_65	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	69	0	0	0	0	0	0	21	31	65	0	0	0	0	0	0	0	0	0	68	57	55	0	0	0	0	0	0	0	0	0	163	90	0	0	0	0	0	623	8	0	0	429	607	455	439	0	144	327	192	514	0	14	0	402	245	252	167	503	429	489	10	0	0	644	0	164	294	272	321	386	0	0	0	0	0	0	0	0	0	0	22	0
ASV_66	1286	39	0	0	0	124	276	0	0	0	0	0	5287	0	0	727	475	0	0	0	0	0	0	0	317	0	0	21	0	252	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_67	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	202	150	242	71	46	73	130	170	184	256	231	0	251	371	263	41	75	0	0	225	193	126	289	0	0	150	133	42	0	69	166	166	226	220	0	0	0	0	0	0	0	368	78	0	283	289	0	0	0	0	0	0	277	157	263	301	0	0	0	0	0	0	254	328	278	409	448	0	0	0	0	0	0	0	0	0	0	0	251
ASV_68	0	0	0	0	0	0	0	11	9	24	44	65	0	0	0	0	0	145	0	0	0	58	141	36	0	0	0	0	0	0	136	0	56	0	0	0	0	20	0	61	0	142	61	36	109	0	0	0	0	0	0	0	48	42	56	547	133	0	0	0	71	124	118	88	59	82	90	0	0	0	0	0	0	0	310	138	160	180	92	74	0	0	0	0	0	198	153	571	189	1296	0	0	0	0	88	367	640	814	197	304	0	0	0	0	0	0	0	0	0	0	129	226
ASV_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	1030	1258	69	4	2	0	0	0	0	0	0	795	1311	868	3	3	0	0	0	0	0	0	1	0	990	1063	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_70	206	551	305	358	0	74	195	0	0	0	0	0	0	184	163	359	125	0	0	0	0	0	0	0	112	429	410	977	0	346	0	0	0	349	212	340	128	117	99	0	0	0	0	0	0	372	460	262	187	150	0	0	0	0	0	0	0	0	250	208	474	130	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
ASV_71	0	0	0	0	0	0	0	0	0	0	876	0	0	0	0	0	0	0	0	1423	0	0	0	1343	0	0	0	0	0	0	0	2620	2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	304	466	596	334	0	72	251	0	0	0	0	0	0	0	0	200	60	0	0	0	0	0	0	0	0	616	712	1958	0	2061	0	0	0	0	0	0	0	125	106	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	100	47	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
ASV_73	0	0	0	0	0	0	0	41	0	0	209	3947	0	0	0	0	0	0	1017	548	0	0	0	231	0	0	0	0	0	0	0	1453	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_74	0	27	23	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	29	19	14	0	0	0	0	0	0	0	0	340	1692	733	0	0	0	0	0	0	0	0	0	1300	1106	0	0	0	0	0	0	0	0	0	0	1543	750	0	0	0	0	0	5	0	0	0	10	6	6	0	0	0	0	0	4	0	0	0	18	51	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	0
ASV_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7385	0	0	0	0	0	0	0	0	154	0
ASV_76	136	508	394	257	0	139	193	0	0	123	0	0	0	144	38	229	91	0	0	0	3	0	315	0	53	330	191	334	0	415	0	2	0	238	210	267	128	116	71	0	263	0	0	66	0	177	418	372	133	155	0	0	131	0	130	0	3	0	199	172	217	196	0	0	95	0	62	0	0	0	0	0	7	0	10	4	0	10	0	0	0	0	0	0	0	0	0	20	0	6	0	0	0	12	2	10	17	10	0	0	0	0	0	0	0	0	0	0	0	0	70	43
ASV_77	0	0	0	0	0	0	0	0	0	0	455	79	0	0	0	0	0	0	243	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	388	269	230	138	0	0	0	0	0	0	0	513	325	531	523	294	0	0	0	0	0	0	186	671	529	777	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557
ASV_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	816	0	0	0	0	0	0	0	0	0	0	1300	797	1109	0	0	0	0	0	0	0	975	1220	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_79	0	9	4	0	0	0	0	0	5	0	15	0	0	6	0	0	0	0	0	0	0	0	10	5	0	7	9	17	0	0	0	0	0	19	23	20	16	21	13	187	178	300	315	300	0	25	30	25	31	22	0	0	247	246	193	332	0	0	27	12	43	9	88	252	220	343	358	0	0	0	0	0	0	18	338	71	0	255	201	0	0	0	0	10	0	225	127	329	218	13	0	0	0	13	0	200	345	334	288	313	0	0	0	0	0	0	0	0	0	0	10	535
ASV_80	80	469	534	242	0	95	139	0	0	0	0	0	0	118	293	285	70	0	0	0	0	0	0	0	0	624	490	753	0	346	0	0	0	0	0	0	320	134	347	0	0	0	0	0	0	0	0	0	168	280	0	0	0	0	0	0	0	0	0	0	329	1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	21	46	34	0	0	0	0	0	0	0	0	22	22	23	15	0	0	0	0	0	0	1	31	26	37	39	0	0	0	0	0	0	0	392	283	0	291	186	0	0	0	0	0	0	218	158	1595	388	0	0	0	0	0	0	620	1244	1015	286	321	0	0	0	0	0	0	0	0	0	0	0	26
ASV_82	0	0	63	42	0	4	0	0	0	0	690	109	0	31	0	22	0	0	0	0	0	0	0	221	0	52	69	125	0	58	0	0	0	0	0	0	0	0	0	118	99	89	73	68	0	0	0	0	0	0	0	93	95	68	122	78	0	0	0	0	0	0	31	169	83	138	107	0	0	0	0	0	0	0	491	160	119	320	302	0	0	0	0	0	0	297	276	324	196	0	0	0	0	0	0	249	466	429	203	342	0	0	0	0	0	0	0	0	0	0	0	144
ASV_83	178	271	246	171	0	0	74	0	0	0	0	0	0	63	81	105	0	0	0	0	0	0	0	0	0	336	538	1362	0	249	0	0	0	40	101	99	584	75	192	0	0	0	0	0	0	131	155	79	123	332	0	0	0	0	0	0	0	0	82	81	312	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0
ASV_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	6866	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6331	0	0	0	0	0	0	0	0	147	0
ASV_86	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	1182	0	0	0	236	0	0	0	0	0	0	0	1563	3875	0	0	0	0	0	0	0	0	22	0	0	0	12	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_87	0	0	0	0	0	0	0	101	0	86	169	0	0	0	0	0	0	0	0	0	632	0	32	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	450	360	227	0	243	0	0	0	0	0	0	0	121	392	436	0	269	0	0	0	0	0	0	332	556	393	432	531	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	35	0	0	29	48	0	0	0	0	0	0	0	0	0	0	0	302
ASV_88	0	0	0	0	0	0	0	0	0	1146	0	0	0	0	77	0	0	0	0	227	0	0	2269	0	0	0	0	0	0	64	2339	0	0	0	0	0	0	0	0	0	402	0	0	47	0	0	0	0	0	0	0	0	38	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_89	0	0	0	45	0	0	0	0	0	1139	0	0	0	0	55	0	31	0	0	124	0	0	2509	0	0	0	0	30	0	0	2142	0	0	0	0	0	0	0	0	0	318	0	0	22	0	0	0	0	0	0	0	0	41	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	81	977	132	84	0	0	0	0	0	0	93	60	2041	231	0	0	0	0	0	0	481	958	832	125	140	0	0	0	0	0	0	0	0	0	0	0	0
ASV_91	0	76	71	19	0	0	0	0	0	0	0	0	0	12	50	22	0	0	0	0	0	0	0	0	0	61	35	58	0	30	0	0	0	0	0	0	0	0	0	306	253	195	342	212	0	0	0	0	0	0	3	190	180	566	227	206	0	0	0	0	0	0	358	409	338	276	314	0	0	0	0	0	0	0	275	0	0	195	145	0	0	0	0	0	0	150	123	11	73	0	0	0	0	0	0	23	14	18	129	217	0	0	0	0	0	0	0	0	0	0	0	135
ASV_92	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	26	0	0	0	0	0	0	0	0	15	33	0	0	0	33	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	13	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5888	0	0	0	0	0	0	0	0	0	0
ASV_93	0	0	0	0	0	0	0	0	0	1117	0	0	0	0	0	0	0	0	0	0	0	0	1830	0	0	0	0	0	0	0	2561	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	160	246	83	55	42	0	0	0	0	0	0	279	293	230	47	0	0	0	0	0	0	0	0	14	153	221	41	0	0	0	0	0	0	103	279	211	190	65	122	118	0	0	0	0	0	129	337	281	231	99	52	0	0	0	0	117	425	465	236	260	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	36	0
ASV_95	218	0	0	0	0	80	159	0	0	0	0	0	0	0	0	274	97	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	0	533	560	360	0	0	0	0	0	624	0	0	0	381	287	0	0	0	0	507	0	0	0	594	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_96	150	321	337	290	0	61	108	0	0	0	0	0	0	154	60	351	76	0	0	0	0	0	0	0	167	333	298	612	0	272	0	0	0	187	339	276	35	0	0	0	0	0	0	0	0	356	361	233	0	0	0	0	0	0	0	0	0	0	166	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933	0	226	0	0	0	109	0	116	986	155	459	0	0	0	0	0	0	0	192	0	192	334	0	0	0	0	0	0	0	0	117	103	434	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
ASV_98	0	0	0	0	0	0	0	19	62	0	61	36	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	305	85	221	0	159	0	0	0	0	0	0	0	258	265	421	321	333	0	0	0	0	0	0	577	201	390	514	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	252
ASV_99	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	124	141	260	226	0	0	0	0	0	0	0	150	181	237	180	227	0	0	0	0	0	0	279	346	219	373	325	0	0	0	0	0	0	0	242	13	22	169	136	0	0	0	0	0	0	128	83	0	62	0	0	0	0	0	0	58	117	90	101	214	0	0	0	0	0	0	0	0	0	0	0	194
ASV_100	880	431	562	212	0	51	218	0	0	0	0	0	0	0	0	89	287	0	0	0	0	0	0	0	143	564	484	398	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	251	304	0	0	0	0	0	0	311	0	147	0	0	0	0	0	0	0	0	0	0	0	0	314	49	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	419	0	1537	359	0	0	0	0	0	0	228	0	523	448	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_102	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	121	0	0	0	0	0	76	47	129	237	133	336	25	0	27	34	0	36	175	157	94	231	288	0	0	0	0	0	0	12	9	133	144	910	945	35	26	0	10	13	58	0	0	0	54	0	0	0	0	0	0	0	64	0	0	0	74	0	0	0	0	0	0	0	22	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0
ASV_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	17	19	122	20	33	0	18	0	0	0	0	0	77	51	26	14	15	0	0	0	0	0	0	0	10	10	16	13	225	0	0	0	109	149	207	67	55	333	62	35	123	0	0	0	219	96	38	0	965	106	0	0	0	0	171	0	260	573	487	54	69	0	0	0	0	0	0	0	0	0	0	0	44
ASV_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	841	111	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	12	0	0	0	0	334	0	0	0	204	236	251	133	0	122	0	0	255	0	0	0	188	102	62	0	314	120	199	0	0	0	381	0	104	226	207	88	90	0	36	0	0	0	0	0	0	0	0	0	0
ASV_105	229	437	461	246	0	88	125	0	0	0	0	0	0	265	182	254	122	0	0	0	0	0	0	0	68	826	435	765	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_106	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	196	157	109	71	49	0	0	0	0	0	0	0	46	67	69	44	104	0	0	0	0	0	0	48	62	57	78	86	41	0	0	0	0	0	0	313	176	99	219	233	0	0	0	0	0	36	241	210	254	205	33	0	0	0	51	0	220	381	287	149	209	0	0	0	0	0	0	0	0	0	0	0	67
ASV_107	0	0	53	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	316	296	306	146	114	213	0	0	0	0	0	31	472	589	342	202	213	0	0	0	0	0	0	0	28	182	210	470	249	0	0	0	0	11	0	22	19	0	19	27	0	0	0	0	0	0	0	32	19	24	0	0	0	0	0	0	0	56	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
